creation date;text;classification
20/03/2020;What the #coronavirus crisis has shown is that many people are really kind but many, many are complete and utter selfish idiots, like those who should #StopHoarding.;Negative
20/03/2020;Brilliant to see @fastgrowth_50 winner and sponsor @RMSUKno1 and @flex_systems doing their bit to help retailers stock their shelves at this difficult time https://t.co/3OAgczZ8BO;Extremely Positive
20/03/2020;Be Hank Hill, not Dale Gribble. #StopHoarding #stopstockpiling #coronavirus #coronavirusuk https://t.co/jHFAZI8wTk;Neutral
20/03/2020;In this study by @BCG, powered by #Dynata, explore how consumers are shifting their spending patterns due to #Covid_19. Learn how consumer sentiments are changing from fresh and organic foods to toys and games: https://t.co/uHro8P6soy #consumerinsights  #coronavirus https://t.co/bzwdhVQThE;Positive
20/03/2020;Rising demand for agricultural products in Spain due to fears about the novel outbreak has seen prices soar;Negative
20/03/2020;8am this morning. The line for the grocery store. This was the point when I gave up, after they were letting 10 people in at a time. #ralphs #coronavirus #panicbuying #stopit #growup #COVID2019 https://t.co/HJdaq49INt;Neutral
20/03/2020;Hating on any people right now who have raided the supermarket stocking their cupboards up high but this evening are sat in the pub ?? #coronavirus #COVID19 #uk #covid19UK;Negative
20/03/2020;General lockdown announced in today with reports of panic food buying As if that poor country the only successful Arab Spring democracy needs another blow;Negative
20/03/2020;This is what happened here in spain... first the bars etc... next day every house in isolation not allowed out except for supermarket or pharmacy. #UKlockdown #Covid_19 #CoronaVirusUpdate #lockdownuk #lockdown;Negative
20/03/2020;Please broadcast guidelines and confirmed method to make effective sanitizer at home the prices are just sky rocketing If it becomes cheap more usage less chances of getting the virus spread #Suggestions #MaharashtraSainik #coronavirus @CMOMaharashtra @mygovMaha @OfficeofUT;Extremely Positive
20/03/2020;@matthewlesh IÂ’m not sure I agree with you there. in the past walk about a fully stocked supermarket adding up as I go to have to achieve X amount of meals with just 30 quid. I really feel for those that are already on the breadline. #Covid_19 #Supermark;Negative
20/03/2020;Yes, stock up on food! Yes stock up on toilet paper, yes stock up on your essentials but... donÂ’t forget! DonÂ’t forget... to stock up on some condomsss?????#COVID19 #coronavirus #staysafe https://t.co/6dDZFyALiV;Neutral
20/03/2020;This #Covid_19 has transformed hearts from bad to good,and others confused.The ladies have started complaining of hiked fare prices saying the market has gone down -men no longer sends fare! #covid19kenya has streamlined a lot of stuff in ??from transport to food.Wash your hands.;Extremely Negative
20/03/2020;Trying to get to a #supermarket now will be a nightmare #lockdownuk #lockdown #Covid_19 #COVID_19uk #viruspandemic;Neutral
20/03/2020;IÂ’m really sick and tired of hearing about people not listening to what they are being advised to do strictly, just stop touching your face, stay home and only go out if you need a grocery store run and this will be over faster ?? #coronavirus;Extremely Negative
20/03/2020;What is your grocery store doing to protect vulnerable employees? #Covid_19 #GroceryWorkers;Positive
20/03/2020;@realDonaldTrump #coronavirus REALLY? You tel GovÂ’s to source, thenOUTBID THEM?? Â“Prices are always a component of that also. And maybe thatÂ’s why you lost to the feds, OK, thatÂ’s probably why,Â” Trump said. PEOPLE ARE DYING YOU PIECE OF SHIT!;Negative
20/03/2020;While in grocery store bathroom stall heard a lady leave hers and go right out the door without washing handsÂ— some people are nuts!!! #coronavirus #WuhanVirus #washhands #COVID19;Negative
20/03/2020;#coronavirus is here and the lock down is real. Let Sappy Town do the dirty work for you. From Costco or Grocery store trips to garage clean outs, we have you covered. Let Sappy Students help you flatten the curve and keep you sane during these weird times. Send us your proje;Negative
20/03/2020;Remember the parades when everyone came home after WWII?  When this is all over, letÂ’s plan hero parades for medical and grocery store workers. Make it happen!! #heroes #Covid_19 #coronavirus #thankyounurses #ThankYouDoctors #thankyougrocers;Positive
20/03/2020;Captain's log day 1: some asshole pulled a gun on me while I was on the way to the grocery store for being in his blindspot. Moral of the story, be kind. #Covid19usa #coronavirus #CoronavirusOutbreak #coronavirusupdate #truestory #BeKind  #BeKindToEachOther;Positive
20/03/2020;Many common #household #cleaning #products can #kill the #coronavirus if you use them properly - https://t.co/WRLil0SbHF via @AOL - #Consumer #Centers #Disease #Control #Prevention #CNN #FOX #EPA #CDC #school #clean #NJTransit #virus #Trump #California #Washington #disinfectant;Neutral
20/03/2020;ItÂ’s ok to stock up on a couple weeks of food. But you want to know whatÂ’s not ok? Not asking every person you can drive to if they need you to get something for them. Help. People. As. You. Help. Yourself. #Covid_19 #help;Extremely Positive
20/03/2020;#StaySafeStayHome please!!!! Literally, us in the #nhs are in trouble, that means you will be too. #coronavirus is not a joke, have your beer at home #nhsworkers, #StopHoarding, stop and think!!;Negative
20/03/2020;Everyday Problems in 2020, Part 1: When you need to itch your nose in the supermarket but you've got your mask on! #coronavirus #2020 #covid19 #problems #globalproblems #mask #stayathome #QuedateEnCasa;Negative
20/03/2020;ItÂ’s a lot advertising about effectiveness #antimalarial drug against #coronavirus #covid19 lets me remain that first #antimalarial drug itÂ’s actually tonic water that contains #Quinine. And itÂ’s in every supermarket on the regular seltzer price. Enjoy! https://t.co/vTWucQlGja;Positive
20/03/2020;WeÂ’re all being tested. You are never alone. You are always being watched. You will at some point be asked to account for your actions. What we do in this life....ripples out into infinity. Be kind. Stop hoarding. Help others. #coronavirus #StopHoarding;Extremely Positive
20/03/2020;Made a design for my fellow grocery store workers ? who knew weÂ’d be the ones keeping society afloat #groceryworkers #retail #covid_19 #graphicdesign https://t.co/QelHZNLPSw;Neutral
20/03/2020;The #coronavirus ruined sneezing in public the same way pedophiles ruined waving at toddlers in the grocery store.;Extremely Negative
20/03/2020;So a 75 year old works part time in a busy store Should they still go to work or continue self isolating and if they decide not to go should they lose their job over it;Negative
20/03/2020;I can't wait to see this month's consumer spending reports.   Exactly how hoarderish are we collectively acting? #Coronavirus #PanicBuying;Neutral
20/03/2020;WhatÂ’s interesting is what food hasnÂ’t not been cleared from supermarket shelves. In my local Tesco itÂ’s fresh fruit and vegetables #CoronaVirus;Positive
20/03/2020;@Nigella_Lawson Feeling very angry after going to the supermarket and also seeing images of our most vulnerable. Wrote this: Â“The old man wasn't sure what to do.Â” https://t.co/Kz3M7tbsFn #COVID19 #coronavirus https://t.co/AAlPv2heeL;Negative
20/03/2020;Supermarkets across the world now banning people from bringing in their own bags and re-issuing plastic bags. If only someone had stood up for public health and against virtue-signalling https://t.co/49nYS9iGYu;Positive
20/03/2020;Some evidence of panic buying in Moscow almost empty shelves in the pasta rice sugar flour aisles at this supermarket;Negative
20/03/2020;Are we going to see a change in the future of grocery shopping after #coronavirus? Find out more on @CNN: https://t.co/OIkZBeKuZW;Neutral
20/03/2020;I was at the grocery store at noon it was fully stocked ...3 hours later #ShelterInPlace #CoronaCrisis #Quarantine https://t.co/F9roHsnSqA;Neutral
20/03/2020;Once this thing really kicks off, there's gonna be a huge drop off in grocery store workers. So many people would rather quit than go to a store knowing they risk being infected for not even 11 dollars an hour! #coronavirus #COVID19 #Covid19usa;Extremely Negative
20/03/2020;@newsdurham So here you are tweeting about a non essential retail store staying open, but then you post a story for a COVID 19 person about social distancing and staying at home? Please decide what side of the fence your on. Saying that an employee had is;Positive
20/03/2020;@KirstieMAllsopp Hubby and I have profusely thanked every supermarket and mini-mart, chemist checkout worker we have come across all week!! THANK YOU!! #thankyoucheckoutworkers #thankyoushelfstackers #thankyoushopworkers #coronavirus #Covid_19;Extremely Positive
20/03/2020;I went to my local @TescoIrl expecting to have to pick over empty shelves. I was very reassured to find the store well stocked. I was able to get what I needed without any stress. Well done to all the delivery people, stockers and staff! #coronavirus #StopHoarding;Positive
20/03/2020;is it only me that is thinking once people hit the supermarket they think social distancing doesnt matter. Take responsibility people it matters  #coronavirus #SocialDistanacing #sainsburys;Neutral
20/03/2020;Hoping we're going to see the issue of shops inflating prices dealt with within the #Coronavirus Bill.. It's absolutely disgusting. #stopstockpiling #covid #coronavirus;Negative
20/03/2020;in the UK has cleared out toilet paper from every supermarket I bet they can still buy sponges WARNING Only watch if you have a strong stomach;Positive
21/03/2020;With US grocery store shelves empty of TP Toilet Paper it seems like about time to bring back this wonderful meme Stay Lawful Good out there folks And stop hoarding all the TP 19;Extremely Positive
21/03/2020;  Why are people panic buying toilet paper as the spreads This consumer behavior expert explains the chaos we re seeing in supermarkets More via;Extremely Negative
21/03/2020;I don t play video games but COVID 19 got me looking at prices of Nintendo Switches and Animal Crossing;Positive
21/03/2020;FIGHT OVER FOOD IN SUPERMARKET DURING IN MAURITIUS;Negative
21/03/2020;Potato prices jump at least 20 per cent in West Bengal amid panic buying;Negative
21/03/2020;Dominicans fight for plantains at a New York supermarket  ;Negative
21/03/2020;#CoronaCrisis #MTN has reduced data prices by 50% in South Africa #SA. Should we be expecting a slash in price in #Nigeria @MTNNG? #CoronavirusPandemic #COVID #Covid_19 https://t.co/iVzgU1ABtf;Negative
21/03/2020;@GovUganda @mtic_uganda  @AKyambadde we are on our bended knees asking for a directive from the ministry of trade to regulate the prices on the commodities during this time when most workers are being laid off.The capitalists are taking advantage of the s;Positive
21/03/2020;Michigan was among the first states to take action against price gouging during the pandemic Sen Ruth Johnson who introduced the bill with Sen Jeremy Moss said in a statement that profiteering off the crisis is wrong;Extremely Negative
21/03/2020;Dynata s CEO is featured in today s coverage based on political polling survey of how Americans are responding to COVID 19 Discover how consumer attitudes toward Coronavirus vary by party race and other factors 19;Positive
21/03/2020;Fallout 76 fans are hoarding toilet paper and jacking up the prices  @bowmanspartan   @markdeloura   @crecenteb ;Neutral
21/03/2020;My daughter works Sainsbury s How come there is a queue trolleys at opening time right to back carpark Surely people have enough food with panic buying that has already happened Poor people on tills Some elderly because pensions UK so poor Or 19;Extremely Negative
21/03/2020;@virginmedia, what will you be doing to help your millions of customers who will  worried about their finances, their health and their security over the next few months? Will you still be charging full prices and cutting them off when they can't pay? #Cor;Positive
21/03/2020;No meat but plenty of seafood at good prices at my Coles. Plenty to say from this phenomenon but really WTF people. Things have to change. Eating less meat is not a bad starting point #COVID19Aus #coronavirus https://t.co/WtomGM6ixL;Negative
21/03/2020;Packaged foods beverages selling well as people stock their pantries but if many are unemployed that boost may not hold;Extremely Positive
21/03/2020;Staying safe during this #CoronaCrisis and shopping online can not wait to receive my Sephora order?;Positive
21/03/2020;For those using wipes masks and gloves do not dispose of them in your shopping cart when you leave the supermarket It s like saying I collected these germs now they re yours Horray for me and to hell with everyone else is it 19;Negative
21/03/2020;ItÂ’s a strange sensation to be a grocery store stocker during the #CoronaCrisis. I get thanked like a veteran returning from war just for putting toilet paper on the shelve.;Negative
21/03/2020;Lowest crude oil prices in years. Covid-19. 6 in of snow in a day. 18 wheelers going 70+ on ice. 1 h 30 m drive to work going/coming. Barely any food at the store. 2020 was supposed to be a movie ?;Extremely Negative
21/03/2020;Just imagine if everyone cooked at home all the time, the grocery store shelves would be empty 24/7! #Covid_19 #food;Negative
21/03/2020;Wastewater Transport Services Temporarily Reduces Prices to Help Texas Restaurants Comply With Local Health Regulations Amidst Pandemic;Positive
21/03/2020;Coronavirus crisisÂ’ consumer impactÂ—these new insights from @FirstInsight, which break down consumer concerns along gender and generational lines, are valuable for marketers https://t.co/89Or1kzrrG #PR #consumers #coronavirus #marketing #CrisisPR #PRtips https://t.co/3Wz7hxzNnB;Negative
21/03/2020;I have a routine it s the only way that the doesn t win One is to go across the road to the supermarket and get some shopping but only when it is quiet which is 8am or 8pm ish This is 8am I went at 8pm last night and they had shut early   19;Positive
23/03/2020;After todayÂ’s Stay Home order by MichiganÂ’s Governor, If you go to the grocery store today and try hoarding items, then you are a grade A jerk! #COVID?19 #COVID19 #CoronaVirus #PureMichigan;Negative
23/03/2020;During the current Covid-19 health crisis, Project Self-Sufficiency will gratefully accept monetary donations, as well as new, non-perishable items to stock our food pantry, Monday - Friday, 9am - noon.  Donate online: https://t.co/CAsKF9cI3w https://t.co/z5JGHBKn2i;Positive
23/03/2020;COVID-19 only signals the end of non-automated processes. Going forward everything will be algorithmic and systemically computer oriented. Amazon delivery warehouses will become the supermarket. Most movies wonÂ’t be shown live but streamed from the home.;Positive
23/03/2020;Our Knowledge Team are regularly updating the section of our website with advice amp information This information deals with affected issues such as Employment Benefits Housing Personal Finances Consumer;Positive
23/03/2020;Hey y all has toilet paper in any color you want;Positive
23/03/2020;I want to share a list of UK amp links to help you get through your during amp support smaller and indipendents companies This list will grow amp I will update it as much as I can please share names and links with me;Extremely Positive
23/03/2020;@wierdduk @telegraaf Best to be precautionary.  A supermarket entry and visit can be treated as a place of potential COVID-19 contamination. Look at radiation protection and operating room practices for contamination control methods.  This is out of love ;Extremely Positive
23/03/2020;Cant help but love her, 4-year-old just made #coronavirus panic-buyers look very very bad https://t.co/O4Vkl4DkPl;Extremely Negative
